"Date" "Value"
"2015-12-06" 234.88
"2015-12-07" 107.96
"2015-12-08" 308.79
"2015-12-09" 328.06
"2015-12-10" 371.26
"2015-12-11" 489.25
"2015-12-12" 519.28
"2015-12-13" 490.13
"2015-12-14" 453.94
"2015-12-15" 473.56
"2015-12-16" 476.83
"2015-12-17" 272.26
"2015-12-18" 211.05
"2015-12-19" 60.72
"2015-12-20" 213.87
"2015-12-21" 479.77
"2015-12-22" 465.86
"2015-12-23" 510.33
"2015-12-24" 497.85
"2015-12-25" 450.76
"2015-12-26" 514.79
"2015-12-27" 499.83
"2015-12-28" 448.28
"2015-12-29" 352.21
"2015-12-30" 483.7
"2015-12-31" 467.48
"2016-01-01" 477.39
"2016-01-02" 311.87
"2016-01-03" 263.5
"2016-01-04" 102.13
"2016-01-05" 237.92
"2016-01-06" 416.28
"2016-01-07" 507.63
"2016-01-08" 490.29
"2016-01-09" 523.97
"2016-01-10" 64.22
"2016-01-11" 375.02
"2016-01-12" 310.05
"2016-01-13" 183.16
"2016-01-14" 394.72
"2016-01-15" 482.42
"2016-01-16" 399.35
"2016-01-17" 369.82
"2016-01-18" 480.77
"2016-01-19" 448.74
"2016-01-20" 256.91
"2016-01-21" 371.55
"2016-01-22" 220.09
"2016-01-23" 271.83
"2016-01-24" 431.18
"2016-01-25" 584.22
"2016-01-26" 502.58
"2016-01-27" 353.59
"2016-01-28" 141.93
"2016-01-29" 225.63
"2016-01-30" 385.73
"2016-01-31" 551.94
"2016-02-01" 521.44
"2016-02-02" 562.78
"2016-02-03" 464.56
"2016-02-04" 122.27
"2016-02-05" 130.07
"2016-02-06" 106.48
"2016-02-07" 231.81
"2016-02-08" 290.91
"2016-02-09" 378.4
"2016-02-10" 311.91
"2016-02-11" 613.96
"2016-02-12" 409.06
"2016-02-13" 442.26
"2016-02-14" 555.44
"2016-02-15" 587.34
"2016-02-16" 559.54
"2016-02-17" 171.12
"2016-02-18" 430.73
"2016-02-19" 508.48
"2016-02-20" 613.26
"2016-02-21" 573.65
"2016-02-22" 570.26
"2016-02-23" 591.96
"2016-02-24" 370.16
"2016-02-25" 137.02
"2016-02-26" 349.73
"2016-02-27" 437.28
"2016-02-28" 545.67
"2016-02-29" 476.45
"2016-03-01" 570.46
"2016-03-02" 491.04
"2016-03-03" 173.43
"2016-03-04" 138.1
"2016-03-05" 350.98
"2016-03-06" 229.51
"2016-03-07" 618.08
"2016-03-08" 645.41
"2016-03-09" 641.17
"2016-03-10" 589.69
"2016-03-11" 384.66
"2016-03-12" 398.07
"2016-03-13" 586.87
"2016-03-14" 631.79
"2016-03-15" 633.46
"2016-03-16" 627.67
"2016-03-17" 571.09
"2016-03-18" 603.23
"2016-03-19" 604.68
"2016-03-20" 113.97
"2016-03-21" 182.6
"2016-03-22" 469.13
"2016-03-23" 651.51
"2016-03-24" 648.01
"2016-03-25" 429.82
"2016-03-26" 531.35
"2016-03-27" 615.36
"2016-03-28" 616.37
"2016-03-29" 547.45
"2016-03-30" 610.57
"2016-03-31" 611.59
"2016-04-01" 622.65
"2016-04-02" 238.46
"2016-04-03" 122.73
"2016-04-04" 224.35
"2016-04-05" 328.62
"2016-04-06" 609.12
"2016-04-07" 641.33
"2016-04-08" 564.19
"2016-04-09" 528.78
"2016-04-10" 649.26
"2016-04-11" 654.14
"2016-04-12" 657.76
"2016-04-13" 637.22
"2016-04-14" 506.84
"2016-04-15" 443.62
"2016-04-16" 480.47
"2016-04-17" 511.28
"2016-04-18" 464.89
"2016-04-19" 303.07
"2016-04-20" 492.69
"2016-04-21" 331.1
"2016-04-22" 483.42
"2016-04-23" 557.05
"2016-04-24" 563.56
"2016-04-25" 547.29
"2016-04-26" 486.68
"2016-04-27" 581.65
"2016-04-28" 510.48
"2016-04-29" 557.58
"2016-04-30" 560.96
"2016-05-01" 542.95
"2016-05-02" 546.49
"2016-05-03" 393.4
"2016-05-04" 386.09
"2016-05-05" 431.93
"2016-05-06" 372.79
"2016-05-07" 629.97
"2016-05-08" 613.7
"2016-05-09" 560.79
"2016-05-10" 537.27
"2016-05-11" 565.92
"2016-05-12" 507.19
"2016-05-13" 523
"2016-05-14" 607.73
"2016-05-15" 654.07
"2016-05-16" 551.85
"2016-05-17" 576.23
"2016-05-18" 558.54
"2016-05-19" 550.4
"2016-05-20" 482.35
"2016-05-21" 563.91
"2016-05-22" 619.97
"2016-05-23" 639.16
"2016-05-24" 590.21
"2016-05-25" 625.65
"2016-05-26" 657.61
"2016-05-27" 608.73
"2016-05-28" 552.24
"2016-05-29" 619.41
"2016-05-30" 610.61
"2016-05-31" 599.05
